model,mode,samples,realtive time(sec),temperature (Celcius),cpu load(pct),cpu freq(Hz),ram usage(pct),swap usage(pct),voltage,current,power
cnn,train,6000,78.04,67.6,81.6,1500.4,13.0,0.0,5.05,-0.99,5.02
cnn,train,6000,78.71,66.7,82.7,1500.4,13.0,0.0,5.05,-0.93,4.7
cnn,train,6000,79.38,66.2,85.1,1500.35,13.0,0.0,5.05,-0.93,4.71
cnn,train,6000,80.01,67.2,83.5,1500.35,13.0,0.0,5.05,-1.03,5.21
cnn,train,6000,80.68,67.2,84.5,1500.35,13.0,0.0,5.05,-1.15,5.82
cnn,train,6000,81.32,67.6,80.6,1500.4,12.9,0.0,5.07,-0.97,4.94
cnn,train,6000,81.93,66.7,81.4,1500.4,12.8,0.0,5.07,-0.93,4.72
cnn,train,6000,82.55,66.2,84.8,1500.35,12.6,0.0,5.08,-1.0,5.09
cnn,train,6000,83.22,66.2,85.3,1500.35,12.6,0.0,5.07,-1.01,5.12
cnn,train,6000,83.89,66.7,84.5,1500.4,12.6,0.0,5.07,-0.98,4.97
cnn,train,6000,84.57,67.6,85.1,1500.4,12.7,0.0,5.08,-1.01,5.11
cnn,train,6000,85.23,67.2,84.5,1500.35,12.7,0.0,5.09,-0.91,5.12
cnn,train,6000,85.87,67.2,85.2,1500.4,12.6,0.0,5.08,-0.96,4.88
cnn,train,6000,86.51,67.6,85.1,1500.4,12.5,0.0,5.06,-1.02,5.18
cnn,train,6000,87.17,67.2,85.1,1500.4,12.7,0.0,5.06,-1.05,5.34
cnn,train,6000,87.8,67.6,84.2,1500.35,12.9,0.0,5.07,-1.07,5.43
cnn,train,6000,88.48,67.6,84.7,1500.35,13.0,0.0,5.06,-1.04,5.29
cnn,train,6000,89.16,67.2,86.4,1500.35,12.8,0.0,5.07,-0.97,5.36
cnn,train,6000,89.81,67.6,84.0,1500.35,12.9,0.0,5.07,-1.04,5.27
cnn,train,6000,90.49,67.2,85.1,1500.35,12.9,0.0,5.08,-1.03,5.25
cnn,train,6000,91.16,67.2,85.9,1500.35,12.8,0.0,5.07,-1.01,5.13
cnn,train,6000,91.79,67.2,85.8,1500.4,12.8,0.0,5.08,-1.01,5.11
cnn,train,6000,92.44,66.7,87.0,1500.35,12.8,0.0,5.07,-1.08,5.45
cnn,train,6000,93.14,67.6,85.5,1500.4,12.8,0.0,5.08,-0.88,4.48
cnn,train,6000,93.79,67.6,84.8,1500.35,12.8,0.0,5.08,-0.99,4.77
cnn,train,6000,94.47,67.2,86.2,1500.4,12.7,0.0,5.07,-1.01,5.15
cnn,train,6000,95.14,65.7,86.4,1500.35,12.8,0.0,5.07,-0.94,4.79
cnn,train,6000,95.76,67.2,85.2,1500.35,12.8,0.0,5.05,-1.07,5.44
cnn,train,6000,96.49,66.7,86.2,1500.4,12.6,0.0,5.06,-1.03,5.24
cnn,train,6000,97.2,67.2,84.9,1500.35,12.7,0.0,5.06,-1.06,5.39
cnn,train,6000,97.85,67.2,84.9,1500.35,12.7,0.0,5.08,-0.99,5.0
cnn,train,6000,98.52,67.2,84.2,1500.4,12.6,0.0,5.07,-1.01,5.13
cnn,train,6000,99.12,67.6,85.8,1500.4,12.8,0.0,5.08,-0.89,5.31
cnn,train,6000,99.79,67.6,85.8,1500.35,12.8,0.0,5.1,-1.03,5.27
cnn,train,6000,100.44,66.7,85.6,1500.35,12.8,0.0,5.07,-1.0,5.08
cnn,train,6000,101.07,68.6,84.3,1500.4,12.8,0.0,5.07,-1.04,5.25
cnn,train,6000,101.73,67.6,83.1,1500.4,12.8,0.0,5.07,-1.03,5.24
cnn,train,6000,102.38,67.2,85.2,1500.35,12.8,0.0,5.1,-0.99,5.08
cnn,train,6000,103.04,67.6,84.4,1500.4,12.8,0.0,5.09,-0.84,4.3
cnn,train,6000,103.71,67.6,84.4,1500.35,12.8,0.0,5.09,-0.83,4.21
cnn,train,6000,104.36,67.2,84.2,1500.35,13.0,0.0,5.08,-0.98,5.66
cnn,train,6000,105.03,68.6,85.1,1500.4,13.0,0.0,5.04,-0.9,4.57
cnn,train,6000,105.68,69.1,83.3,1500.4,13.0,0.0,5.05,-0.86,4.36
cnn,train,6000,106.31,67.6,84.5,1500.35,13.0,0.0,5.05,-1.02,5.15
cnn,train,6000,106.93,67.2,80.2,1500.35,12.9,0.0,5.08,-1.01,5.11
cnn,train,6000,107.56,67.2,85.1,1500.35,12.8,0.0,5.09,-0.82,4.16
cnn,train,6000,108.18,68.1,82.6,1500.35,12.6,0.0,5.07,-0.99,5.0
cnn,train,6000,108.84,67.6,86.7,1500.4,12.7,0.0,5.06,-0.98,5.0
cnn,train,6000,109.52,68.1,81.9,1500.35,12.7,0.0,5.11,-0.82,4.17
cnn,train,6000,110.14,68.1,83.5,1500.35,12.5,0.0,5.1,-0.86,4.21
cnn,train,6000,110.86,68.1,84.4,1500.35,12.7,0.0,5.08,-1.01,5.17
cnn,train,6000,111.46,67.6,84.5,1500.35,12.8,0.0,5.11,-0.95,4.86
cnn,train,6000,112.08,68.1,85.2,1500.4,12.9,0.0,5.07,-1.03,5.24
cnn,train,6000,112.76,68.1,85.2,1500.4,12.9,0.0,5.08,-1.03,5.24
cnn,train,6000,113.41,68.6,85.1,1500.4,12.8,0.0,5.08,-1.02,5.15
cnn,train,6000,114.1,67.6,85.7,1500.4,12.8,0.0,5.08,-1.0,5.08
cnn,train,6000,114.75,68.1,84.7,1500.4,12.9,0.0,5.07,-1.03,5.38
cnn,train,6000,115.44,68.1,85.1,1500.35,12.8,0.0,5.08,-0.94,4.2
