model,mode,samples,realtive time(sec),temperature (Celcius),cpu load(pct),cpu freq(Hz),ram usage(pct),swap usage(pct),voltage,current,power
cnn,train,6000,27.21,66.2,88.8,1500.35,13.3,0.0,5.07,-1.07,5.45
cnn,train,6000,27.98,67.2,90.9,1500.35,13.1,0.0,5.11,-1.05,4.47
cnn,train,6000,28.85,66.7,87.4,1500.4,13.4,0.0,5.05,-1.09,5.53
cnn,train,6000,29.62,65.7,88.8,1500.4,13.4,0.0,5.07,-1.04,5.26
cnn,train,6000,30.41,66.7,91.3,1500.4,13.0,0.0,5.07,-1.03,5.26
cnn,train,6000,31.21,67.2,87.4,1500.35,13.4,0.0,5.06,-1.12,5.67
cnn,train,6000,32.01,66.7,91.1,1500.35,13.0,0.0,5.06,-0.96,4.88
cnn,train,6000,32.78,65.7,90.2,1500.35,12.9,0.0,5.08,-1.04,5.3
cnn,train,6000,33.51,66.2,85.8,1500.35,13.0,0.0,5.11,-0.93,4.74
cnn,train,6000,34.22,66.2,83.7,1500.35,13.0,0.0,5.07,-1.09,5.54
cnn,train,6000,34.94,66.7,84.3,1500.4,13.0,0.0,5.06,-1.1,5.56
cnn,train,6000,35.69,67.6,84.3,1500.35,13.0,0.0,5.08,-1.05,5.31
cnn,train,6000,36.53,65.7,84.0,1500.4,13.3,0.0,5.06,-1.15,5.84
cnn,train,6000,37.31,66.7,84.3,1500.35,13.4,0.0,5.07,-0.88,4.45
cnn,train,6000,38.04,66.2,82.7,1500.35,13.4,0.0,5.08,-0.87,4.44
cnn,train,6000,38.82,67.2,86.4,1500.35,13.2,0.0,5.07,-1.11,5.63
cnn,train,6000,39.58,66.7,84.5,1500.35,13.2,0.0,5.07,-1.05,5.34
cnn,train,6000,40.42,66.2,84.9,1500.4,13.0,0.0,5.07,-1.12,5.7
cnn,train,6000,41.11,67.6,84.0,1500.4,13.1,0.0,5.05,-1.16,5.9
cnn,train,6000,41.87,67.2,81.6,1500.35,13.2,0.0,5.1,-0.86,4.4
cnn,train,6000,42.59,66.7,84.5,1500.35,13.3,0.0,5.06,-1.1,5.58
cnn,train,6000,43.39,67.2,85.9,1500.35,13.1,0.0,5.08,-1.04,5.29
cnn,train,6000,44.17,66.7,85.4,1500.35,13.1,0.0,5.08,-1.07,5.44
cnn,train,6000,44.96,67.6,83.9,1500.35,13.3,0.0,5.06,-1.16,5.9
cnn,train,6000,45.69,66.7,85.5,1500.35,13.1,0.0,5.09,-0.87,4.43
cnn,train,6000,46.43,67.6,86.2,1500.4,13.0,0.0,5.08,-1.04,5.3
cnn,train,6000,47.28,68.1,84.2,1500.35,13.2,0.0,5.07,-1.14,5.93
cnn,train,6000,48.0,67.6,84.3,1500.4,13.3,0.0,5.08,-1.18,5.96
cnn,train,6000,48.73,67.6,84.0,1500.4,13.1,0.0,5.08,-1.05,5.32
cnn,train,6000,49.47,65.7,85.5,1500.35,13.1,0.0,5.08,-0.96,4.9
cnn,train,6000,50.22,67.2,82.4,1500.4,13.0,0.0,5.11,-0.9,4.57
cnn,train,6000,50.92,67.2,81.6,1500.35,13.0,0.0,5.07,-1.08,5.48
cnn,train,6000,51.61,67.6,85.4,1500.35,13.1,0.0,5.08,-1.04,5.29
cnn,train,6000,52.39,67.6,81.2,1500.4,13.3,0.0,5.07,-1.17,5.94
cnn,train,6000,53.17,67.2,85.6,1500.35,13.2,0.0,5.08,-1.06,5.38
cnn,train,6000,53.89,67.2,84.7,1500.35,13.0,0.0,5.07,-1.11,5.61
cnn,train,6000,54.62,66.7,85.4,1500.4,13.0,0.0,5.09,-0.98,4.98
cnn,train,6000,55.34,67.2,83.2,1500.35,13.0,0.0,5.08,-0.98,5.41
cnn,train,6000,56.03,67.2,85.6,1500.4,13.1,0.0,5.08,-0.91,4.62
cnn,train,6000,56.76,67.2,84.2,1500.35,13.2,0.0,5.11,-0.98,5.03
cnn,train,6000,57.49,67.6,85.8,1500.4,13.3,0.0,5.09,-0.97,4.92
cnn,train,6000,58.25,68.6,85.4,1500.35,13.2,0.0,5.08,-1.01,5.16
cnn,train,6000,59.04,67.6,85.4,1500.35,13.1,0.0,5.07,-1.11,5.67
cnn,train,6000,59.83,67.2,84.0,1500.4,13.3,0.0,5.05,-1.14,5.76
cnn,train,6000,60.68,67.6,86.6,1500.4,12.9,0.0,5.07,-1.08,5.47
cnn,train,6000,61.38,67.6,83.8,1500.35,13.0,0.0,5.1,-0.93,4.75
cnn,train,6000,62.13,68.6,81.8,1500.4,13.2,0.0,5.07,-1.06,5.4
cnn,train,6000,62.89,67.2,83.1,1500.35,13.3,0.0,5.05,-0.94,5.5
cnn,train,6000,63.65,67.2,86.0,1500.35,13.2,0.0,5.08,-1.06,5.38
cnn,train,6000,64.44,69.1,83.8,1500.4,12.9,0.0,5.07,-1.04,5.26
cnn,train,6000,65.24,67.6,82.5,1500.4,13.2,0.0,5.07,-1.14,5.75
cnn,train,6000,65.95,69.6,82.7,1500.35,13.3,0.0,5.08,-1.17,5.95
cnn,train,6000,66.67,67.6,83.5,1500.35,13.3,0.0,5.05,-1.01,5.16
cnn,train,6000,67.39,67.6,87.4,1500.35,13.2,0.0,5.08,-1.06,5.36
cnn,train,6000,68.19,68.6,83.6,1500.4,13.1,0.0,5.05,-1.15,5.79
cnn,train,6000,68.96,69.1,78.1,1500.35,13.2,0.0,5.05,-1.07,5.5
cnn,train,6000,69.78,68.1,86.7,1500.35,13.1,0.0,5.09,-0.98,4.98
cnn,train,6000,70.52,67.6,85.9,1500.35,13.0,0.0,5.08,-0.96,4.89
cnn,train,6000,71.21,68.6,86.1,1500.4,13.1,0.0,5.09,-0.88,4.44
cnn,train,6000,71.95,69.6,79.9,1500.4,13.2,0.0,5.08,-1.04,5.29
cnn,train,6000,72.7,68.6,85.4,1500.4,13.2,0.0,5.08,-0.96,4.9
cnn,train,6000,73.44,67.6,85.5,1500.35,13.1,0.0,5.1,-1.03,5.25
cnn,train,6000,74.21,68.6,82.9,1500.4,13.1,0.0,5.07,-0.92,5.48
cnn,train,6000,74.9,68.1,83.6,1500.35,13.1,0.0,5.05,-1.25,6.31
cnn,train,6000,75.67,68.6,83.5,1500.35,13.3,0.0,5.06,-1.18,5.99
cnn,train,6000,76.55,68.6,85.9,1500.35,13.0,0.0,5.1,-0.96,4.89
cnn,train,6000,77.27,68.6,84.9,1500.4,13.1,0.0,5.07,-0.97,4.98
cnn,train,6000,78.01,68.6,81.3,1500.35,13.2,0.0,5.11,-0.97,4.95
cnn,train,6000,78.73,68.6,83.0,1500.4,13.3,0.0,5.06,-1.13,5.72
cnn,train,6000,79.47,69.1,83.7,1500.4,13.1,0.0,5.08,-0.95,4.83
cnn,train,6000,80.19,68.6,85.1,1500.4,13.3,0.0,5.08,-0.9,4.56
cnn,train,6000,80.98,69.1,84.0,1500.4,13.1,0.0,5.08,-0.94,4.77
cnn,train,6000,81.78,69.1,85.9,1500.4,13.3,0.0,5.05,-1.03,5.26
cnn,train,6000,82.53,69.1,86.6,1500.35,13.2,0.0,5.09,-1.04,5.31
cnn,train,6000,83.32,69.1,85.1,1500.4,13.1,0.0,5.1,-1.11,5.67
cnn,train,6000,84.0,69.6,81.2,1500.4,13.0,0.0,5.07,-1.05,5.36
cnn,train,6000,84.69,69.6,84.8,1500.35,13.1,0.0,5.06,-1.13,5.75
cnn,train,6000,85.38,69.1,84.3,1500.35,13.0,0.0,5.07,-1.07,5.47
cnn,train,6000,86.06,69.1,83.8,1500.4,13.1,0.0,5.05,-0.92,4.68
cnn,train,6000,86.74,68.6,82.9,1500.35,13.0,0.0,5.07,-1.05,5.35
cnn,train,6000,87.43,69.1,85.2,1500.35,13.1,0.0,5.11,-1.16,5.91
cnn,train,6000,88.11,68.6,82.1,1500.4,13.0,0.0,5.07,-1.11,5.62
cnn,train,6000,88.79,69.1,82.0,1500.4,13.0,0.0,5.08,-0.89,4.56
cnn,train,6000,89.48,69.6,82.4,1500.4,13.0,0.0,5.07,-1.07,5.45
cnn,train,6000,90.16,69.1,84.1,1500.35,13.1,0.0,5.07,-1.03,5.32
cnn,train,6000,90.94,69.6,82.5,1500.35,13.2,0.0,5.07,-1.16,5.86
cnn,train,6000,91.74,69.1,85.4,1500.35,13.1,0.0,5.08,-1.05,5.36
cnn,train,6000,92.45,69.6,85.6,1500.35,13.0,0.0,5.11,-0.87,4.45
cnn,train,6000,93.27,69.6,82.9,1500.35,13.2,0.0,5.08,-1.03,5.29
cnn,train,6000,94.1,69.1,85.8,1500.4,13.0,0.0,5.11,-0.87,4.45
cnn,train,6000,94.84,69.1,85.4,1500.4,13.0,0.0,5.08,-1.06,5.38
cnn,train,6000,95.53,69.6,83.9,1500.35,13.1,0.0,5.05,-1.18,5.95
cnn,train,6000,96.35,70.1,84.7,1500.4,13.3,0.0,5.08,-1.0,5.93
cnn,train,6000,97.06,69.6,85.2,1500.4,13.1,0.0,5.07,-1.08,5.7
cnn,train,6000,97.84,69.1,86.2,1500.35,13.0,0.0,5.08,-1.03,5.24
cnn,train,6000,98.54,70.1,84.1,1500.35,13.0,0.0,5.07,-1.11,5.66
cnn,train,6000,99.27,68.6,83.0,1500.4,13.2,0.0,5.1,-0.99,5.06
cnn,train,6000,100.11,69.6,85.6,1500.35,13.1,0.0,5.08,-1.05,5.35
cnn,train,6000,100.85,69.6,85.2,1500.35,12.9,0.0,5.08,-1.03,5.18
cnn,train,6000,101.54,69.6,83.6,1500.35,13.0,0.0,5.09,-1.0,5.11
cnn,train,6000,102.27,70.1,86.4,1500.4,13.1,0.0,5.07,-1.02,5.21
cnn,train,6000,102.96,68.6,84.2,1500.4,13.1,0.0,5.11,-1.01,5.16
cnn,train,6000,103.72,69.6,83.1,1500.35,13.3,0.0,5.07,-1.12,5.7
cnn,train,6000,104.5,69.1,85.1,1500.35,13.1,0.0,5.07,-1.09,5.52
cnn,train,6000,105.31,68.6,85.2,1500.35,13.1,0.0,5.08,-1.07,5.41
cnn,train,6000,106.0,69.1,82.6,1500.4,13.1,0.0,5.09,-0.88,4.42
cnn,train,6000,106.78,69.6,83.1,1500.35,13.3,0.0,5.05,-0.92,4.72
cnn,train,6000,107.55,69.1,83.6,1500.4,13.2,0.0,5.06,-1.13,5.73
cnn,train,6000,108.36,70.1,84.4,1500.4,13.1,0.0,5.07,-1.01,5.13
cnn,train,6000,109.08,70.1,82.3,1500.4,13.2,0.0,5.1,-1.02,5.17
cnn,train,6000,109.78,69.6,81.5,1500.4,13.2,0.0,5.07,-1.2,6.11
cnn,train,6000,110.59,68.6,84.7,1500.35,13.2,0.0,5.08,-1.03,5.25
cnn,train,6000,111.39,70.1,84.8,1500.35,13.1,0.0,5.07,-1.05,5.36
cnn,train,6000,112.14,70.1,83.3,1500.4,13.2,0.0,5.07,-1.04,5.29
cnn,train,6000,112.85,70.1,83.2,1500.35,13.2,0.0,5.09,-1.05,5.34
cnn,train,6000,113.6,69.1,84.9,1500.35,13.1,0.0,5.08,-1.07,5.43
cnn,train,6000,114.33,70.6,86.0,1500.35,13.0,0.0,5.1,-0.97,4.95
cnn,train,6000,115.04,69.1,83.7,1500.4,12.9,0.0,5.08,-1.04,5.29
cnn,train,6000,115.75,70.1,84.3,1500.35,13.0,0.0,5.09,-0.98,4.99
cnn,train,6000,116.55,70.1,85.9,1500.35,13.3,0.0,5.07,-1.18,5.96
cnn,train,6000,117.25,70.1,84.6,1500.35,13.3,0.0,5.08,-1.05,5.34
cnn,train,6000,117.98,70.1,84.4,1500.4,13.1,0.0,5.05,-1.18,5.99
cnn,train,6000,118.76,70.6,84.2,1500.35,13.0,0.0,5.1,-0.88,4.52
cnn,train,6000,119.53,70.1,84.4,1500.4,13.2,0.0,5.08,-0.87,4.42
cnn,train,6000,120.25,70.1,84.8,1500.35,13.2,0.0,5.07,-1.05,5.3
cnn,train,6000,121.0,69.6,83.9,1500.35,13.1,0.0,5.07,-1.07,5.41
cnn,train,6000,121.74,70.1,84.8,1500.4,12.9,0.0,5.07,-1.05,5.27
cnn,train,6000,122.47,70.1,84.3,1500.35,13.1,0.0,5.11,-1.14,5.82
cnn,train,6000,123.22,70.1,83.8,1500.35,13.2,0.0,5.08,-0.87,4.42
cnn,train,6000,124.0,69.1,84.8,1500.35,13.3,0.0,5.09,-0.95,4.81
cnn,train,6000,124.78,69.1,83.9,1500.35,12.9,0.0,5.08,-1.05,5.31
cnn,train,6000,125.52,70.1,84.2,1500.4,13.1,0.0,5.08,-0.95,4.85
cnn,train,6000,126.26,69.6,81.5,1500.35,13.2,0.0,5.09,-0.92,5.52
cnn,train,6000,126.96,69.6,82.6,1500.35,13.2,0.0,5.07,-1.18,5.98
cnn,train,6000,127.66,71.1,83.2,1500.35,13.2,0.0,5.07,-1.04,5.3
cnn,train,6000,128.43,69.6,85.1,1500.35,13.2,0.0,5.1,-0.91,4.63
cnn,train,6000,129.21,71.1,84.3,1500.35,13.1,0.0,5.07,-1.06,5.4
cnn,train,6000,129.96,70.6,81.7,1500.35,13.2,0.0,5.07,-0.87,4.47
cnn,train,6000,130.78,71.1,84.9,1500.35,13.3,0.0,5.11,-0.97,4.97
cnn,train,6000,131.49,70.1,85.0,1500.4,13.0,0.0,5.09,-1.03,5.21
cnn,train,6000,132.22,71.1,84.7,1500.35,13.0,0.0,5.07,-0.99,5.06
cnn,train,6000,132.93,70.1,84.7,1500.4,13.1,0.0,5.07,-1.07,5.44
cnn,train,6000,133.63,70.6,83.4,1500.4,13.1,0.0,5.04,-1.24,6.26
cnn,train,6000,134.4,70.6,80.7,1500.4,13.2,0.0,5.06,-1.14,5.76
cnn,train,6000,135.17,69.6,85.6,1500.35,13.2,0.0,5.08,-1.02,5.17
cnn,train,6000,135.94,70.1,85.6,1500.35,12.9,0.0,5.07,-1.02,5.2
cnn,train,6000,136.68,70.1,85.4,1500.35,13.1,0.0,5.07,-1.23,6.2
cnn,train,6000,137.43,71.1,82.1,1500.4,13.2,0.0,5.05,-1.12,5.68
cnn,train,6000,138.2,70.1,85.3,1500.4,13.2,0.0,5.07,-1.02,5.2
cnn,train,6000,139.01,70.1,84.3,1500.35,13.1,0.0,5.07,-1.05,5.31
cnn,train,6000,139.71,70.6,82.7,1500.35,13.1,0.0,5.09,-0.98,4.99
cnn,train,6000,140.4,70.1,85.1,1500.35,13.1,0.0,5.1,-0.94,4.8
cnn,train,6000,141.1,69.6,83.3,1500.35,13.1,0.0,5.03,-1.26,6.36
cnn,train,6000,141.85,70.6,82.6,1500.35,13.3,0.0,5.05,-1.08,5.45
cnn,train,6000,142.64,72.0,85.9,1500.35,13.2,0.0,5.07,-1.08,5.76
cnn,train,6000,143.46,71.1,85.8,1500.35,13.1,0.0,5.04,-1.25,6.32
cnn,train,6000,144.19,69.6,81.4,1500.35,13.2,0.0,5.08,-0.86,4.38
cnn,train,6000,144.93,70.6,85.4,1500.35,13.3,0.0,5.09,-1.06,5.4
cnn,train,6000,145.66,71.1,85.1,1500.4,13.1,0.0,5.07,-1.06,5.39
cnn,train,6000,146.39,70.6,85.6,1500.4,13.0,0.0,5.11,-0.95,4.86
cnn,train,6000,147.14,70.1,84.3,1500.4,13.0,0.0,5.08,-0.97,4.95
cnn,train,6000,147.92,70.1,83.1,1500.4,13.2,0.0,5.08,-1.04,5.27
cnn,train,6000,148.69,70.6,83.3,1500.4,13.3,0.0,5.11,-1.12,5.75
cnn,train,6000,149.45,69.6,84.2,1500.4,13.1,0.0,5.07,-1.06,5.38
cnn,train,6000,150.23,70.6,84.1,1500.35,13.1,0.0,5.04,-1.28,5.66
cnn,train,6000,150.93,70.1,85.6,1500.35,13.1,0.0,5.09,-0.87,4.43
cnn,train,6000,151.68,71.1,84.6,1500.4,13.3,0.0,5.05,-1.11,5.64
cnn,train,6000,152.49,70.6,85.9,1500.4,13.0,0.0,5.11,-0.87,4.47
cnn,train,6000,153.22,71.1,85.4,1500.35,13.0,0.0,5.09,-1.07,5.43
cnn,train,6000,153.91,72.0,84.2,1500.35,13.1,0.0,5.05,-1.19,6.0
cnn,train,6000,154.65,70.6,83.1,1500.35,13.2,0.0,5.1,-0.92,5.38
cnn,train,6000,155.35,71.1,84.4,1500.35,13.3,0.0,5.09,-0.98,4.97
cnn,train,6000,156.15,71.5,85.9,1500.4,13.0,0.0,5.1,-0.96,4.9
cnn,train,6000,156.88,70.1,84.6,1500.35,13.0,0.0,5.1,-0.92,4.71
cnn,train,6000,157.57,71.1,82.9,1500.4,13.0,0.0,5.07,-1.03,5.26
cnn,train,6000,158.25,70.6,82.6,1500.35,13.0,0.0,5.07,-1.08,5.49
cnn,train,6000,158.94,70.6,85.2,1500.35,13.0,0.0,5.05,-1.17,5.91
cnn,train,6000,159.63,71.1,84.1,1500.4,13.1,0.0,5.11,-1.02,5.21
cnn,train,6000,160.41,72.0,86.7,1500.4,13.3,0.0,5.07,-1.05,5.35
cnn,train,6000,161.19,71.5,83.8,1500.4,13.1,0.0,5.08,-1.02,5.44
cnn,train,6000,161.9,70.1,85.4,1500.35,12.8,0.0,5.1,-0.98,4.39
cnn,train,6000,162.62,69.6,84.2,1500.35,13.0,0.0,5.1,-0.86,4.42
cnn,train,6000,163.31,71.1,84.1,1500.4,13.0,0.0,5.07,-1.02,5.21
cnn,train,6000,164.08,70.6,83.3,1500.4,13.2,0.0,5.06,-1.11,5.63
cnn,train,6000,164.79,71.5,85.8,1500.35,13.3,0.0,5.08,-0.94,4.77
cnn,train,6000,165.54,70.6,84.5,1500.35,13.1,0.0,5.07,-1.06,5.39
cnn,train,6000,166.29,71.1,84.3,1500.35,12.8,0.0,5.0,-1.37,6.89
cnn,train,6000,167.03,70.6,84.6,1500.4,13.0,0.0,5.04,-1.22,5.93
cnn,train,6000,167.78,71.1,83.6,1500.35,13.2,0.0,5.06,-1.15,5.81
cnn,train,6000,168.5,71.5,83.8,1500.35,13.3,0.0,5.05,-1.15,5.8
cnn,train,6000,169.28,71.1,83.5,1500.4,13.1,0.0,5.07,-1.03,5.25
cnn,train,6000,170.01,70.6,85.2,1500.4,13.0,0.0,5.07,-0.91,5.4
cnn,train,6000,170.74,71.5,86.0,1500.35,12.9,0.0,5.09,-0.98,5.06
cnn,train,6000,171.46,71.5,84.3,1500.35,13.1,0.0,5.07,-1.06,5.15
cnn,train,6000,172.23,70.6,79.7,1500.4,13.2,0.0,5.05,-1.08,5.45
cnn,train,6000,173.06,71.5,86.5,1500.4,13.0,0.0,5.09,-0.93,4.49
cnn,train,6000,173.77,71.5,85.6,1500.4,12.9,0.0,5.08,-1.07,5.44
cnn,train,6000,174.51,71.1,84.3,1500.35,13.1,0.0,5.04,-1.24,6.23
cnn,train,6000,175.35,71.5,84.8,1500.35,13.2,0.0,5.07,-1.11,5.63
cnn,train,6000,176.12,70.1,86.1,1500.4,12.9,0.0,5.08,-0.98,4.97
cnn,train,6000,176.85,71.5,82.8,1500.35,13.1,0.0,5.05,-1.24,6.25
cnn,train,6000,177.61,71.5,85.7,1500.35,13.3,0.0,5.09,-1.02,5.17
cnn,train,6000,178.39,71.5,82.9,1500.4,13.3,0.0,5.08,-0.88,4.49
cnn,train,6000,179.15,72.0,83.9,1500.4,13.0,0.0,5.1,-1.01,5.15
cnn,train,6000,179.92,71.1,83.3,1500.35,13.2,0.0,5.08,-1.08,4.83
cnn,train,6000,180.63,70.6,83.4,1500.4,13.3,0.0,5.05,-1.12,5.48
cnn,train,6000,181.35,72.5,82.1,1500.35,13.3,0.0,5.09,-1.16,5.94
cnn,train,6000,182.11,71.5,86.3,1500.35,13.1,0.0,5.07,-1.02,5.2
cnn,train,6000,182.88,71.1,83.7,1500.35,13.1,0.0,5.07,-1.02,5.2
cnn,train,6000,183.62,72.0,83.5,1500.4,13.2,0.0,5.07,-0.97,4.93
cnn,train,6000,184.32,70.6,82.8,1500.35,13.3,0.0,5.07,-1.17,5.94
cnn,train,6000,185.08,71.5,85.3,1500.4,13.1,0.0,5.06,-1.05,5.76
cnn,train,6000,185.87,72.0,84.2,1500.4,13.0,0.0,5.08,-1.0,5.08
cnn,train,6000,186.57,71.5,84.3,1500.4,13.1,0.0,5.07,-0.92,4.67
cnn,train,6000,187.34,72.0,81.4,1500.35,13.2,0.0,5.05,-1.11,5.63
cnn,train,6000,188.15,71.1,86.1,1500.4,13.0,0.0,5.08,-0.93,4.72
cnn,train,6000,188.86,71.1,83.4,1500.4,12.8,0.0,5.09,-1.03,4.48
cnn,train,6000,189.6,71.5,84.8,1500.4,13.1,0.0,5.11,-0.97,6.04
cnn,train,6000,190.35,71.5,81.6,1500.35,13.2,0.0,5.1,-0.95,5.64
cnn,train,6000,191.07,72.0,81.9,1500.35,13.3,0.0,5.06,-1.16,5.88
cnn,train,6000,191.89,71.1,84.3,1500.35,13.1,0.0,5.07,-1.06,5.38
cnn,train,6000,192.58,71.5,85.5,1500.4,13.0,0.0,5.08,-1.14,5.8
cnn,train,6000,193.34,70.6,83.2,1500.4,13.1,0.0,5.08,-0.9,5.47
cnn,train,6000,194.02,71.5,83.6,1500.35,13.0,0.0,5.08,-0.92,5.44
cnn,train,6000,194.7,71.5,84.0,1500.4,13.1,0.0,5.07,-1.13,5.8
cnn,train,6000,195.39,73.0,85.6,1500.35,13.1,0.0,5.08,-1.2,6.04
cnn,train,6000,196.1,72.5,82.1,1500.35,13.2,0.0,5.02,-1.05,5.36
cnn,train,6000,196.81,71.5,81.2,1500.4,13.2,0.0,5.07,-0.99,5.08
cnn,train,6000,197.53,71.5,83.3,1500.35,13.3,0.0,5.05,-1.1,5.57
cnn,train,6000,198.34,71.1,86.2,1500.35,13.0,0.0,5.07,-1.06,5.41
cnn,train,6000,199.05,72.0,84.1,1500.4,12.9,0.0,5.07,-1.06,5.39
cnn,train,6000,199.77,71.5,82.0,1500.35,13.1,0.0,5.05,-1.16,5.86
cnn,train,6000,200.52,71.1,81.5,1500.35,13.2,0.0,5.07,-1.09,5.56
cnn,train,6000,201.23,72.0,81.6,1500.35,13.2,0.0,5.05,-1.12,5.68
cnn,train,6000,202.01,72.0,84.2,1500.4,13.2,0.0,5.08,-1.07,5.41
cnn,train,6000,202.72,72.0,84.4,1500.35,13.1,0.0,5.07,-1.04,5.26
cnn,train,6000,203.42,71.5,85.1,1500.35,13.0,0.0,5.1,-0.97,4.97
cnn,train,6000,204.16,72.0,84.4,1500.4,13.0,0.0,5.1,-0.91,4.63
cnn,train,6000,204.85,71.5,84.5,1500.35,13.0,0.0,5.07,-0.99,5.06
cnn,train,6000,205.56,71.1,82.6,1500.35,13.1,0.0,5.05,-0.96,4.92
cnn,train,6000,206.25,72.0,82.4,1500.35,13.1,0.0,5.07,-1.06,5.04
cnn,train,6000,206.93,71.1,83.2,1500.35,13.1,0.0,5.05,-1.2,5.86
cnn,train,6000,207.62,72.0,87.0,1500.35,13.1,0.0,5.04,-1.26,6.32
cnn,train,6000,208.34,72.0,81.2,1500.4,13.2,0.0,5.08,-0.94,5.24
cnn,train,6000,209.04,72.0,82.3,1500.35,13.2,0.0,5.07,-1.15,5.82
cnn,train,6000,209.8,72.0,86.3,1500.35,13.1,0.0,5.07,-1.08,5.62
cnn,train,6000,210.62,72.0,84.5,1500.35,13.1,0.0,5.05,-1.18,5.98
cnn,train,6000,211.42,72.0,81.4,1500.35,13.3,0.0,5.07,-1.18,5.96
cnn,train,6000,212.16,72.0,84.6,1500.4,13.1,0.0,5.08,-1.03,5.22
cnn,train,6000,212.99,72.0,84.6,1500.4,13.1,0.0,5.07,-1.08,5.45
cnn,train,6000,213.75,72.0,84.6,1500.35,13.3,0.0,5.06,-1.18,5.96
cnn,train,6000,214.56,72.0,86.9,1500.35,13.0,0.0,5.07,-0.89,5.75
cnn,train,6000,215.32,72.0,85.3,1500.35,13.1,0.0,5.08,-0.93,4.74
cnn,train,6000,216.02,72.0,85.1,1500.35,13.1,0.0,5.04,-1.26,6.37
cnn,train,6000,216.73,72.5,81.6,1500.35,13.2,0.0,5.08,-0.89,4.52
cnn,train,6000,217.45,71.5,81.2,1500.4,13.3,0.0,5.05,-1.11,5.63
cnn,train,6000,218.24,72.0,85.6,1500.4,13.2,0.0,5.08,-1.02,5.2
cnn,train,6000,219.02,71.1,83.0,1500.4,13.0,0.0,5.1,-0.92,4.71
cnn,train,6000,219.79,72.0,82.4,1500.4,13.2,0.0,5.08,-0.91,5.38
cnn,train,6000,220.51,72.0,83.8,1500.35,13.3,0.0,5.06,-1.17,5.91
cnn,train,6000,221.24,72.5,83.7,1500.4,13.1,0.0,5.08,-0.89,4.51
